ArraySize,ArrayType,SortType,N,Duration(µs)
1500,ReverseSorted,HybridSort,10,169
1500,AlmostSorted,HybridSort,10,147
1500,Random,HybridSort,20,220
1500,ReverseSorted,HybridSort,20,146
1500,AlmostSorted,HybridSort,20,116
1500,Random,HybridSort,50,187
1500,ReverseSorted,HybridSort,50,189
1500,AlmostSorted,HybridSort,50,80
1600,Random,MergeSort,-1,418
1600,ReverseSorted,MergeSort,-1,354
1600,AlmostSorted,MergeSort,-1,352
1600,Random,HybridSort,5,287
1600,ReverseSorted,HybridSort,5,260
1600,AlmostSorted,HybridSort,5,199
1600,Random,HybridSort,10,246
1600,ReverseSorted,HybridSort,10,177
1600,AlmostSorted,HybridSort,10,156
1600,Random,HybridSort,20,210
1600,ReverseSorted,HybridSort,20,166
1600,AlmostSorted,HybridSort,20,126
1600,Random,HybridSort,50,200
1600,ReverseSorted,HybridSort,50,216
1600,AlmostSorted,HybridSort,50,82
1700,Random,MergeSort,-1,454
1700,ReverseSorted,MergeSort,-1,385
1700,AlmostSorted,MergeSort,-1,371
1700,Random,HybridSort,5,337
1700,ReverseSorted,HybridSort,5,238
1700,AlmostSorted,HybridSort,5,222
1700,Random,HybridSort,10,275
1700,ReverseSorted,HybridSort,10,178
1700,AlmostSorted,HybridSort,10,183
1700,Random,HybridSort,20,282
1700,ReverseSorted,HybridSort,20,184
1700,AlmostSorted,HybridSort,20,140
1700,Random,HybridSort,50,230
1700,ReverseSorted,HybridSort,50,174
1700,AlmostSorted,HybridSort,50,142
1800,Random,MergeSort,-1,469
1800,ReverseSorted,MergeSort,-1,377
1800,AlmostSorted,MergeSort,-1,394
1800,Random,HybridSort,5,318
1800,ReverseSorted,HybridSort,5,246
1800,AlmostSorted,HybridSort,5,228
1800,Random,HybridSort,10,305
1800,ReverseSorted,HybridSort,10,210
1800,AlmostSorted,HybridSort,10,160
1800,Random,HybridSort,20,252
1800,ReverseSorted,HybridSort,20,190
1800,AlmostSorted,HybridSort,20,149
1800,Random,HybridSort,50,234
1800,ReverseSorted,HybridSort,50,197
1800,AlmostSorted,HybridSort,50,115
1900,Random,MergeSort,-1,502
1900,ReverseSorted,MergeSort,-1,408
1900,AlmostSorted,MergeSort,-1,404
1900,Random,HybridSort,5,365
1900,ReverseSorted,HybridSort,5,271
1900,AlmostSorted,HybridSort,5,233
1900,Random,HybridSort,10,303
1900,ReverseSorted,HybridSort,10,212
1900,AlmostSorted,HybridSort,10,194
1900,Random,HybridSort,20,260
1900,ReverseSorted,HybridSort,20,224
1900,AlmostSorted,HybridSort,20,177
1900,Random,HybridSort,50,245
1900,ReverseSorted,HybridSort,50,238
1900,AlmostSorted,HybridSort,50,153
2000,Random,MergeSort,-1,519
2000,ReverseSorted,MergeSort,-1,452
2000,AlmostSorted,MergeSort,-1,430
2000,Random,HybridSort,5,372
2000,ReverseSorted,HybridSort,5,289
2000,AlmostSorted,HybridSort,5,252
2000,Random,HybridSort,10,342
2000,ReverseSorted,HybridSort,10,247
2000,AlmostSorted,HybridSort,10,223
2000,Random,HybridSort,20,270
2000,ReverseSorted,HybridSort,20,192
2000,AlmostSorted,HybridSort,20,156
2000,Random,HybridSort,50,282
2000,ReverseSorted,HybridSort,50,253
2000,AlmostSorted,HybridSort,50,160
2100,Random,MergeSort,-1,553
2100,ReverseSorted,MergeSort,-1,501
2100,AlmostSorted,MergeSort,-1,423
2100,Random,HybridSort,5,364
2100,ReverseSorted,HybridSort,5,270
2100,AlmostSorted,HybridSort,5,249
2100,Random,HybridSort,10,321
2100,ReverseSorted,HybridSort,10,210
2100,AlmostSorted,HybridSort,10,183
2100,Random,HybridSort,20,289
2100,ReverseSorted,HybridSort,20,222
2100,AlmostSorted,HybridSort,20,161
2100,Random,HybridSort,50,267
2100,ReverseSorted,HybridSort,50,273
2100,AlmostSorted,HybridSort,50,162
2200,Random,MergeSort,-1,582
2200,ReverseSorted,MergeSort,-1,489
2200,AlmostSorted,MergeSort,-1,459
2200,Random,HybridSort,5,378
2200,ReverseSorted,HybridSort,5,273
2200,AlmostSorted,HybridSort,5,266
2200,Random,HybridSort,10,339
2200,ReverseSorted,HybridSort,10,237
2200,AlmostSorted,HybridSort,10,211
2200,Random,HybridSort,20,295
2200,ReverseSorted,HybridSort,20,243
2200,AlmostSorted,HybridSort,20,168
2200,Random,HybridSort,50,302
2200,ReverseSorted,HybridSort,50,262
2200,AlmostSorted,HybridSort,50,135
2300,Random,MergeSort,-1,612
2300,ReverseSorted,MergeSort,-1,523
2300,AlmostSorted,MergeSort,-1,509
2300,Random,HybridSort,5,369
2300,ReverseSorted,HybridSort,5,290
2300,AlmostSorted,HybridSort,5,271
2300,Random,HybridSort,10,343
2300,ReverseSorted,HybridSort,10,253
2300,AlmostSorted,HybridSort,10,232
2300,Random,HybridSort,20,314
2300,ReverseSorted,HybridSort,20,251
2300,AlmostSorted,HybridSort,20,189
2300,Random,HybridSort,50,341
2300,ReverseSorted,HybridSort,50,305
2300,AlmostSorted,HybridSort,50,142
2400,Random,MergeSort,-1,630
2400,ReverseSorted,MergeSort,-1,550
2400,AlmostSorted,MergeSort,-1,507
2400,Random,HybridSort,5,419
2400,ReverseSorted,HybridSort,5,271
2400,AlmostSorted,HybridSort,5,278
2400,Random,HybridSort,10,355
2400,ReverseSorted,HybridSort,10,243
2400,AlmostSorted,HybridSort,10,204
2400,Random,HybridSort,20,335
2400,ReverseSorted,HybridSort,20,257
2400,AlmostSorted,HybridSort,20,180
2400,Random,HybridSort,50,329
2400,ReverseSorted,HybridSort,50,290
2400,AlmostSorted,HybridSort,50,149
2500,Random,MergeSort,-1,655
2500,ReverseSorted,MergeSort,-1,570
2500,AlmostSorted,MergeSort,-1,557
2500,Random,HybridSort,5,461
2500,ReverseSorted,HybridSort,5,290
2500,AlmostSorted,HybridSort,5,277
2500,Random,HybridSort,10,417
2500,ReverseSorted,HybridSort,10,290
2500,AlmostSorted,HybridSort,10,246
2500,Random,HybridSort,20,347
2500,ReverseSorted,HybridSort,20,267
2500,AlmostSorted,HybridSort,20,214
2500,Random,HybridSort,50,348
2500,ReverseSorted,HybridSort,50,321
2500,AlmostSorted,HybridSort,50,150
2600,Random,MergeSort,-1,728
2600,ReverseSorted,MergeSort,-1,684
2600,AlmostSorted,MergeSort,-1,573
2600,Random,HybridSort,5,471
2600,ReverseSorted,HybridSort,5,296
2600,AlmostSorted,HybridSort,5,312
2600,Random,HybridSort,10,437
2600,ReverseSorted,HybridSort,10,304
2600,AlmostSorted,HybridSort,10,272
2600,Random,HybridSort,20,360
2600,ReverseSorted,HybridSort,20,298
2600,AlmostSorted,HybridSort,20,247
2600,Random,HybridSort,50,336
2600,ReverseSorted,HybridSort,50,311
2600,AlmostSorted,HybridSort,50,163
2700,Random,MergeSort,-1,729
2700,ReverseSorted,MergeSort,-1,594
2700,AlmostSorted,MergeSort,-1,604
2700,Random,HybridSort,5,490
2700,ReverseSorted,HybridSort,5,341
2700,AlmostSorted,HybridSort,5,355
2700,Random,HybridSort,10,428
2700,ReverseSorted,HybridSort,10,311
2700,AlmostSorted,HybridSort,10,285
2700,Random,HybridSort,20,423
2700,ReverseSorted,HybridSort,20,325
2700,AlmostSorted,HybridSort,20,295
2700,Random,HybridSort,50,382
2700,ReverseSorted,HybridSort,50,329
2700,AlmostSorted,HybridSort,50,207
2800,Random,MergeSort,-1,766
2800,ReverseSorted,MergeSort,-1,640
2800,AlmostSorted,MergeSort,-1,608
2800,Random,HybridSort,5,523
2800,ReverseSorted,HybridSort,5,366
2800,AlmostSorted,HybridSort,5,365
2800,Random,HybridSort,10,470
2800,ReverseSorted,HybridSort,10,318
2800,AlmostSorted,HybridSort,10,307
2800,Random,HybridSort,20,433
2800,ReverseSorted,HybridSort,20,294
2800,AlmostSorted,HybridSort,20,255
2800,Random,HybridSort,50,385
2800,ReverseSorted,HybridSort,50,386
2800,AlmostSorted,HybridSort,50,180
2900,Random,MergeSort,-1,805
2900,ReverseSorted,MergeSort,-1,620
2900,AlmostSorted,MergeSort,-1,616
2900,Random,HybridSort,5,530
2900,ReverseSorted,HybridSort,5,376
2900,AlmostSorted,HybridSort,5,361
2900,Random,HybridSort,10,483
2900,ReverseSorted,HybridSort,10,328
2900,AlmostSorted,HybridSort,10,334
2900,Random,HybridSort,20,429
2900,ReverseSorted,HybridSort,20,325
2900,AlmostSorted,HybridSort,20,265
2900,Random,HybridSort,50,411
2900,ReverseSorted,HybridSort,50,371
2900,AlmostSorted,HybridSort,50,216
3000,Random,MergeSort,-1,793
3000,ReverseSorted,MergeSort,-1,660
3000,AlmostSorted,MergeSort,-1,630
3000,Random,HybridSort,5,567
3000,ReverseSorted,HybridSort,5,437
3000,AlmostSorted,HybridSort,5,396
3000,Random,HybridSort,10,517
3000,ReverseSorted,HybridSort,10,364
3000,AlmostSorted,HybridSort,10,338
3000,Random,HybridSort,20,473
3000,ReverseSorted,HybridSort,20,328
3000,AlmostSorted,HybridSort,20,307
3000,Random,HybridSort,50,419
3000,ReverseSorted,HybridSort,50,409
3000,AlmostSorted,HybridSort,50,204
3100,Random,MergeSort,-1,842
3100,ReverseSorted,MergeSort,-1,696
3100,AlmostSorted,MergeSort,-1,673
3100,Random,HybridSort,5,606
3100,ReverseSorted,HybridSort,5,441
3100,AlmostSorted,HybridSort,5,418
3100,Random,HybridSort,10,554
3100,ReverseSorted,HybridSort,10,359
3100,AlmostSorted,HybridSort,10,334
3100,Random,HybridSort,20,494
3100,ReverseSorted,HybridSort,20,356
3100,AlmostSorted,HybridSort,20,276
3100,Random,HybridSort,50,462
3100,ReverseSorted,HybridSort,50,432
3100,AlmostSorted,HybridSort,50,189
3200,Random,MergeSort,-1,909
3200,ReverseSorted,MergeSort,-1,691
3200,AlmostSorted,MergeSort,-1,710
3200,Random,HybridSort,5,640
3200,ReverseSorted,HybridSort,5,465
3200,AlmostSorted,HybridSort,5,429
3200,Random,HybridSort,10,525
3200,ReverseSorted,HybridSort,10,363
3200,AlmostSorted,HybridSort,10,356
3200,Random,HybridSort,20,507
3200,ReverseSorted,HybridSort,20,335
3200,AlmostSorted,HybridSort,20,297
3200,Random,HybridSort,50,431
3200,ReverseSorted,HybridSort,50,469
3200,AlmostSorted,HybridSort,50,226
3300,Random,MergeSort,-1,899
3300,ReverseSorted,MergeSort,-1,715
3300,AlmostSorted,MergeSort,-1,731
3300,Random,HybridSort,5,626
3300,ReverseSorted,HybridSort,5,447
3300,AlmostSorted,HybridSort,5,417
3300,Random,HybridSort,10,561
3300,ReverseSorted,HybridSort,10,386
3300,AlmostSorted,HybridSort,10,363
3300,Random,HybridSort,20,494
3300,ReverseSorted,HybridSort,20,386
3300,AlmostSorted,HybridSort,20,304
3300,Random,HybridSort,50,483
3300,ReverseSorted,HybridSort,50,403
3300,AlmostSorted,HybridSort,50,233
3400,Random,MergeSort,-1,957
3400,ReverseSorted,MergeSort,-1,755
3400,AlmostSorted,MergeSort,-1,789
3400,Random,HybridSort,5,638
3400,ReverseSorted,HybridSort,5,480
3400,AlmostSorted,HybridSort,5,452
3400,Random,HybridSort,10,600
3400,ReverseSorted,HybridSort,10,384
3400,AlmostSorted,HybridSort,10,350
3400,Random,HybridSort,20,526
3400,ReverseSorted,HybridSort,20,372
3400,AlmostSorted,HybridSort,20,303
3400,Random,HybridSort,50,506
3400,ReverseSorted,HybridSort,50,395
3400,AlmostSorted,HybridSort,50,262
3500,Random,MergeSort,-1,959
3500,ReverseSorted,MergeSort,-1,773
3500,AlmostSorted,MergeSort,-1,727
3500,Random,HybridSort,5,653
3500,ReverseSorted,HybridSort,5,468
3500,AlmostSorted,HybridSort,5,493
3500,Random,HybridSort,10,575
3500,ReverseSorted,HybridSort,10,391
3500,AlmostSorted,HybridSort,10,373
3500,Random,HybridSort,20,513
3500,ReverseSorted,HybridSort,20,365
3500,AlmostSorted,HybridSort,20,302
3500,Random,HybridSort,50,486
3500,ReverseSorted,HybridSort,50,398
3500,AlmostSorted,HybridSort,50,241
3600,Random,MergeSort,-1,1021
3600,ReverseSorted,MergeSort,-1,789
3600,AlmostSorted,MergeSort,-1,778
3600,Random,HybridSort,5,673
3600,ReverseSorted,HybridSort,5,482
3600,AlmostSorted,HybridSort,5,439
3600,Random,HybridSort,10,584
3600,ReverseSorted,HybridSort,10,423
3600,AlmostSorted,HybridSort,10,378
3600,Random,HybridSort,20,556
3600,ReverseSorted,HybridSort,20,363
3600,AlmostSorted,HybridSort,20,319
3600,Random,HybridSort,50,533
3600,ReverseSorted,HybridSort,50,431
3600,AlmostSorted,HybridSort,50,272
3700,Random,MergeSort,-1,1009
3700,ReverseSorted,MergeSort,-1,882
3700,AlmostSorted,MergeSort,-1,802
3700,Random,HybridSort,5,705
3700,ReverseSorted,HybridSort,5,494
3700,AlmostSorted,HybridSort,5,455
3700,Random,HybridSort,10,598
3700,ReverseSorted,HybridSort,10,431
3700,AlmostSorted,HybridSort,10,386
3700,Random,HybridSort,20,552
3700,ReverseSorted,HybridSort,20,385
3700,AlmostSorted,HybridSort,20,304
3700,Random,HybridSort,50,525
3700,ReverseSorted,HybridSort,50,429
3700,AlmostSorted,HybridSort,50,254
3800,Random,MergeSort,-1,1087
3800,ReverseSorted,MergeSort,-1,854
3800,AlmostSorted,MergeSort,-1,806
3800,Random,HybridSort,5,769
3800,ReverseSorted,HybridSort,5,507
3800,AlmostSorted,HybridSort,5,505
3800,Random,HybridSort,10,648
3800,ReverseSorted,HybridSort,10,465
3800,AlmostSorted,HybridSort,10,413
3800,Random,HybridSort,20,571
3800,ReverseSorted,HybridSort,20,442
3800,AlmostSorted,HybridSort,20,338
3800,Random,HybridSort,50,600
3800,ReverseSorted,HybridSort,50,433
3800,AlmostSorted,HybridSort,50,289
3900,Random,MergeSort,-1,1066
3900,ReverseSorted,MergeSort,-1,868
3900,AlmostSorted,MergeSort,-1,878
3900,Random,HybridSort,5,745
3900,ReverseSorted,HybridSort,5,545
3900,AlmostSorted,HybridSort,5,512
3900,Random,HybridSort,10,675
3900,ReverseSorted,HybridSort,10,438
3900,AlmostSorted,HybridSort,10,405
3900,Random,HybridSort,20,582
3900,ReverseSorted,HybridSort,20,428
3900,AlmostSorted,HybridSort,20,366
3900,Random,HybridSort,50,546
3900,ReverseSorted,HybridSort,50,471
3900,AlmostSorted,HybridSort,50,294
4000,Random,MergeSort,-1,1142
4000,ReverseSorted,MergeSort,-1,866
4000,AlmostSorted,MergeSort,-1,866
4000,Random,HybridSort,5,729
4000,ReverseSorted,HybridSort,5,516
4000,AlmostSorted,HybridSort,5,518
4000,Random,HybridSort,10,648
4000,ReverseSorted,HybridSort,10,438
4000,AlmostSorted,HybridSort,10,405
4000,Random,HybridSort,20,597
4000,ReverseSorted,HybridSort,20,421
4000,AlmostSorted,HybridSort,20,320
4000,Random,HybridSort,50,575
4000,ReverseSorted,HybridSort,50,482
4000,AlmostSorted,HybridSort,50,265
