ArraySize,ArrayType,SortType,N,Duration(µs)
0900,AlmostSorted,HybridSort,50,48
1000,Random,MergeSort,-1,260
1000,ReverseSorted,MergeSort,-1,209
1000,AlmostSorted,MergeSort,-1,214
1000,Random,HybridSort,5,160
1000,ReverseSorted,HybridSort,5,131
1000,AlmostSorted,HybridSort,5,110
1000,Random,HybridSort,10,154
1000,ReverseSorted,HybridSort,10,100
1000,AlmostSorted,HybridSort,10,87
1000,Random,HybridSort,20,127
1000,ReverseSorted,HybridSort,20,119
1000,AlmostSorted,HybridSort,20,69
1000,Random,HybridSort,50,120
1000,ReverseSorted,HybridSort,50,132
1000,AlmostSorted,HybridSort,50,53
1100,Random,MergeSort,-1,278
1100,ReverseSorted,MergeSort,-1,237
1100,AlmostSorted,MergeSort,-1,232
1100,Random,HybridSort,5,179
1100,ReverseSorted,HybridSort,5,131
1100,AlmostSorted,HybridSort,5,140
1100,Random,HybridSort,10,159
1100,ReverseSorted,HybridSort,10,129
1100,AlmostSorted,HybridSort,10,93
1100,Random,HybridSort,20,135
1100,ReverseSorted,HybridSort,20,108
1100,AlmostSorted,HybridSort,20,76
1100,Random,HybridSort,50,129
1100,ReverseSorted,HybridSort,50,125
1100,AlmostSorted,HybridSort,50,59
1200,Random,MergeSort,-1,298
1200,ReverseSorted,MergeSort,-1,259
1200,AlmostSorted,MergeSort,-1,250
1200,Random,HybridSort,5,180
1200,ReverseSorted,HybridSort,5,132
1200,AlmostSorted,HybridSort,5,158
1200,Random,HybridSort,10,197
1200,ReverseSorted,HybridSort,10,123
1200,AlmostSorted,HybridSort,10,101
1200,Random,HybridSort,20,151
1200,ReverseSorted,HybridSort,20,145
1200,AlmostSorted,HybridSort,20,122
1200,Random,HybridSort,50,139
1200,ReverseSorted,HybridSort,50,129
1200,AlmostSorted,HybridSort,50,63
1300,Random,MergeSort,-1,327
1300,ReverseSorted,MergeSort,-1,279
1300,AlmostSorted,MergeSort,-1,280
1300,Random,HybridSort,5,270
1300,ReverseSorted,HybridSort,5,171
1300,AlmostSorted,HybridSort,5,158
1300,Random,HybridSort,10,184
1300,ReverseSorted,HybridSort,10,137
1300,AlmostSorted,HybridSort,10,108
1300,Random,HybridSort,20,176
1300,ReverseSorted,HybridSort,20,132
1300,AlmostSorted,HybridSort,20,100
1300,Random,HybridSort,50,170
1300,ReverseSorted,HybridSort,50,169
1300,AlmostSorted,HybridSort,50,78
1400,Random,MergeSort,-1,371
1400,ReverseSorted,MergeSort,-1,327
1400,AlmostSorted,MergeSort,-1,315
1400,Random,HybridSort,5,235
1400,ReverseSorted,HybridSort,5,179
1400,AlmostSorted,HybridSort,5,165
1400,Random,HybridSort,10,233
1400,ReverseSorted,HybridSort,10,181
1400,AlmostSorted,HybridSort,10,144
1400,Random,HybridSort,20,194
1400,ReverseSorted,HybridSort,20,150
1400,AlmostSorted,HybridSort,20,111
1400,Random,HybridSort,50,186
1400,ReverseSorted,HybridSort,50,176
1400,AlmostSorted,HybridSort,50,75
1500,Random,MergeSort,-1,385
1500,ReverseSorted,MergeSort,-1,334
1500,AlmostSorted,MergeSort,-1,316
1500,Random,HybridSort,5,270
1500,ReverseSorted,HybridSort,5,197
1500,AlmostSorted,HybridSort,5,187
1500,Random,HybridSort,10,234
1500,ReverseSorted,HybridSort,10,158
1500,AlmostSorted,HybridSort,10,153
1500,Random,HybridSort,20,199
1500,ReverseSorted,HybridSort,20,159
1500,AlmostSorted,HybridSort,20,121
1500,Random,HybridSort,50,218
1500,ReverseSorted,HybridSort,50,205
1500,AlmostSorted,HybridSort,50,78
1600,Random,MergeSort,-1,407
1600,ReverseSorted,MergeSort,-1,350
1600,AlmostSorted,MergeSort,-1,348
1600,Random,HybridSort,5,291
1600,ReverseSorted,HybridSort,5,249
1600,AlmostSorted,HybridSort,5,224
1600,Random,HybridSort,10,287
1600,ReverseSorted,HybridSort,10,199
1600,AlmostSorted,HybridSort,10,181
1600,Random,HybridSort,20,220
1600,ReverseSorted,HybridSort,20,186
1600,AlmostSorted,HybridSort,20,157
1600,Random,HybridSort,50,217
1600,ReverseSorted,HybridSort,50,256
1600,AlmostSorted,HybridSort,50,85
1700,Random,MergeSort,-1,465
1700,ReverseSorted,MergeSort,-1,370
1700,AlmostSorted,MergeSort,-1,376
1700,Random,HybridSort,5,326
1700,ReverseSorted,HybridSort,5,243
1700,AlmostSorted,HybridSort,5,212
1700,Random,HybridSort,10,279
1700,ReverseSorted,HybridSort,10,221
1700,AlmostSorted,HybridSort,10,192
1700,Random,HybridSort,20,263
1700,ReverseSorted,HybridSort,20,178
1700,AlmostSorted,HybridSort,20,136
1700,Random,HybridSort,50,235
1700,ReverseSorted,HybridSort,50,226
1700,AlmostSorted,HybridSort,50,132
1800,Random,MergeSort,-1,469
1800,ReverseSorted,MergeSort,-1,428
1800,AlmostSorted,MergeSort,-1,394
1800,Random,HybridSort,5,344
1800,ReverseSorted,HybridSort,5,264
1800,AlmostSorted,HybridSort,5,244
1800,Random,HybridSort,10,291
1800,ReverseSorted,HybridSort,10,218
1800,AlmostSorted,HybridSort,10,198
1800,Random,HybridSort,20,277
1800,ReverseSorted,HybridSort,20,206
1800,AlmostSorted,HybridSort,20,165
1800,Random,HybridSort,50,254
1800,ReverseSorted,HybridSort,50,225
1800,AlmostSorted,HybridSort,50,141
1900,Random,MergeSort,-1,509
1900,ReverseSorted,MergeSort,-1,406
1900,AlmostSorted,MergeSort,-1,427
1900,Random,HybridSort,5,344
1900,ReverseSorted,HybridSort,5,233
1900,AlmostSorted,HybridSort,5,223
1900,Random,HybridSort,10,297
1900,ReverseSorted,HybridSort,10,222
1900,AlmostSorted,HybridSort,10,193
1900,Random,HybridSort,20,305
1900,ReverseSorted,HybridSort,20,197
1900,AlmostSorted,HybridSort,20,161
1900,Random,HybridSort,50,262
1900,ReverseSorted,HybridSort,50,252
1900,AlmostSorted,HybridSort,50,144
2000,Random,MergeSort,-1,528
2000,ReverseSorted,MergeSort,-1,453
2000,AlmostSorted,MergeSort,-1,440
2000,Random,HybridSort,5,376
2000,ReverseSorted,HybridSort,5,241
2000,AlmostSorted,HybridSort,5,250
2000,Random,HybridSort,10,330
2000,ReverseSorted,HybridSort,10,203
2000,AlmostSorted,HybridSort,10,214
2000,Random,HybridSort,20,277
2000,ReverseSorted,HybridSort,20,214
2000,AlmostSorted,HybridSort,20,175
2000,Random,HybridSort,50,270
2000,ReverseSorted,HybridSort,50,241
2000,AlmostSorted,HybridSort,50,167
2100,Random,MergeSort,-1,561
2100,ReverseSorted,MergeSort,-1,491
2100,AlmostSorted,MergeSort,-1,451
2100,Random,HybridSort,5,371
2100,ReverseSorted,HybridSort,5,254
2100,AlmostSorted,HybridSort,5,241
2100,Random,HybridSort,10,317
2100,ReverseSorted,HybridSort,10,222
2100,AlmostSorted,HybridSort,10,202
2100,Random,HybridSort,20,289
2100,ReverseSorted,HybridSort,20,229
2100,AlmostSorted,HybridSort,20,169
2100,Random,HybridSort,50,272
2100,ReverseSorted,HybridSort,50,255
2100,AlmostSorted,HybridSort,50,142
2200,Random,MergeSort,-1,599
2200,ReverseSorted,MergeSort,-1,500
2200,AlmostSorted,MergeSort,-1,484
2200,Random,HybridSort,5,377
2200,ReverseSorted,HybridSort,5,279
2200,AlmostSorted,HybridSort,5,265
2200,Random,HybridSort,10,338
2200,ReverseSorted,HybridSort,10,247
2200,AlmostSorted,HybridSort,10,215
2200,Random,HybridSort,20,309
2200,ReverseSorted,HybridSort,20,217
2200,AlmostSorted,HybridSort,20,182
2200,Random,HybridSort,50,302
2200,ReverseSorted,HybridSort,50,288
2200,AlmostSorted,HybridSort,50,163
2300,Random,MergeSort,-1,613
2300,ReverseSorted,MergeSort,-1,524
2300,AlmostSorted,MergeSort,-1,470
2300,Random,HybridSort,5,406
2300,ReverseSorted,HybridSort,5,306
2300,AlmostSorted,HybridSort,5,244
2300,Random,HybridSort,10,356
2300,ReverseSorted,HybridSort,10,247
2300,AlmostSorted,HybridSort,10,233
2300,Random,HybridSort,20,347
2300,ReverseSorted,HybridSort,20,226
2300,AlmostSorted,HybridSort,20,212
2300,Random,HybridSort,50,317
2300,ReverseSorted,HybridSort,50,296
2300,AlmostSorted,HybridSort,50,170
2400,Random,MergeSort,-1,638
2400,ReverseSorted,MergeSort,-1,540
2400,AlmostSorted,MergeSort,-1,653
2400,Random,HybridSort,5,424
2400,ReverseSorted,HybridSort,5,338
2400,AlmostSorted,HybridSort,5,283
2400,Random,HybridSort,10,383
2400,ReverseSorted,HybridSort,10,257
2400,AlmostSorted,HybridSort,10,231
2400,Random,HybridSort,20,334
2400,ReverseSorted,HybridSort,20,252
2400,AlmostSorted,HybridSort,20,187
2400,Random,HybridSort,50,322
2400,ReverseSorted,HybridSort,50,294
2400,AlmostSorted,HybridSort,50,204
2500,Random,MergeSort,-1,672
2500,ReverseSorted,MergeSort,-1,555
2500,AlmostSorted,MergeSort,-1,539
2500,Random,HybridSort,5,421
2500,ReverseSorted,HybridSort,5,332
2500,AlmostSorted,HybridSort,5,298
2500,Random,HybridSort,10,367
2500,ReverseSorted,HybridSort,10,263
2500,AlmostSorted,HybridSort,10,227
2500,Random,HybridSort,20,402
2500,ReverseSorted,HybridSort,20,286
2500,AlmostSorted,HybridSort,20,179
2500,Random,HybridSort,50,339
2500,ReverseSorted,HybridSort,50,309
2500,AlmostSorted,HybridSort,50,176
2600,Random,MergeSort,-1,676
2600,ReverseSorted,MergeSort,-1,597
2600,AlmostSorted,MergeSort,-1,556
2600,Random,HybridSort,5,458
2600,ReverseSorted,HybridSort,5,322
2600,AlmostSorted,HybridSort,5,313
2600,Random,HybridSort,10,407
2600,ReverseSorted,HybridSort,10,292
2600,AlmostSorted,HybridSort,10,247
2600,Random,HybridSort,20,386
2600,ReverseSorted,HybridSort,20,278
2600,AlmostSorted,HybridSort,20,227
2600,Random,HybridSort,50,345
2600,ReverseSorted,HybridSort,50,341
2600,AlmostSorted,HybridSort,50,159
2700,Random,MergeSort,-1,722
2700,ReverseSorted,MergeSort,-1,608
2700,AlmostSorted,MergeSort,-1,604
2700,Random,HybridSort,5,476
2700,ReverseSorted,HybridSort,5,351
2700,AlmostSorted,HybridSort,5,322
2700,Random,HybridSort,10,477
2700,ReverseSorted,HybridSort,10,345
2700,AlmostSorted,HybridSort,10,263
2700,Random,HybridSort,20,404
2700,ReverseSorted,HybridSort,20,291
2700,AlmostSorted,HybridSort,20,235
2700,Random,HybridSort,50,376
2700,ReverseSorted,HybridSort,50,354
2700,AlmostSorted,HybridSort,50,160
2800,Random,MergeSort,-1,785
2800,ReverseSorted,MergeSort,-1,655
2800,AlmostSorted,MergeSort,-1,638
2800,Random,HybridSort,5,534
2800,ReverseSorted,HybridSort,5,369
2800,AlmostSorted,HybridSort,5,347
2800,Random,HybridSort,10,497
2800,ReverseSorted,HybridSort,10,320
2800,AlmostSorted,HybridSort,10,314
2800,Random,HybridSort,20,405
2800,ReverseSorted,HybridSort,20,294
2800,AlmostSorted,HybridSort,20,236
2800,Random,HybridSort,50,389
2800,ReverseSorted,HybridSort,50,374
2800,AlmostSorted,HybridSort,50,168
2900,Random,MergeSort,-1,801
2900,ReverseSorted,MergeSort,-1,668
2900,AlmostSorted,MergeSort,-1,654
2900,Random,HybridSort,5,541
2900,ReverseSorted,HybridSort,5,392
2900,AlmostSorted,HybridSort,5,373
2900,Random,HybridSort,10,485
2900,ReverseSorted,HybridSort,10,324
2900,AlmostSorted,HybridSort,10,347
2900,Random,HybridSort,20,459
2900,ReverseSorted,HybridSort,20,336
2900,AlmostSorted,HybridSort,20,259
2900,Random,HybridSort,50,401
2900,ReverseSorted,HybridSort,50,385
2900,AlmostSorted,HybridSort,50,207
3000,Random,MergeSort,-1,810
3000,ReverseSorted,MergeSort,-1,649
3000,AlmostSorted,MergeSort,-1,642
3000,Random,HybridSort,5,578
3000,ReverseSorted,HybridSort,5,410
3000,AlmostSorted,HybridSort,5,385
3000,Random,HybridSort,10,546
3000,ReverseSorted,HybridSort,10,349
3000,AlmostSorted,HybridSort,10,344
3000,Random,HybridSort,20,487
3000,ReverseSorted,HybridSort,20,338
3000,AlmostSorted,HybridSort,20,257
3000,Random,HybridSort,50,430
3000,ReverseSorted,HybridSort,50,429
3000,AlmostSorted,HybridSort,50,165
3100,Random,MergeSort,-1,852
3100,ReverseSorted,MergeSort,-1,669
3100,AlmostSorted,MergeSort,-1,657
3100,Random,HybridSort,5,623
3100,ReverseSorted,HybridSort,5,418
3100,AlmostSorted,HybridSort,5,412
3100,Random,HybridSort,10,528
3100,ReverseSorted,HybridSort,10,347
3100,AlmostSorted,HybridSort,10,326
3100,Random,HybridSort,20,474
3100,ReverseSorted,HybridSort,20,351
3100,AlmostSorted,HybridSort,20,267
3100,Random,HybridSort,50,450
3100,ReverseSorted,HybridSort,50,459
3100,AlmostSorted,HybridSort,50,225
3200,Random,MergeSort,-1,869
3200,ReverseSorted,MergeSort,-1,722
3200,AlmostSorted,MergeSort,-1,694
3200,Random,HybridSort,5,610
3200,ReverseSorted,HybridSort,5,439
3200,AlmostSorted,HybridSort,5,413
3200,Random,HybridSort,10,527
3200,ReverseSorted,HybridSort,10,409
3200,AlmostSorted,HybridSort,10,348
3200,Random,HybridSort,20,487
3200,ReverseSorted,HybridSort,20,351
3200,AlmostSorted,HybridSort,20,279
3200,Random,HybridSort,50,444
3200,ReverseSorted,HybridSort,50,457
3200,AlmostSorted,HybridSort,50,185
3300,Random,MergeSort,-1,895
3300,ReverseSorted,MergeSort,-1,747
3300,AlmostSorted,MergeSort,-1,718
3300,Random,HybridSort,5,626
3300,ReverseSorted,HybridSort,5,439
3300,AlmostSorted,HybridSort,5,424
3300,Random,HybridSort,10,579
3300,ReverseSorted,HybridSort,10,378
3300,AlmostSorted,HybridSort,10,412
3300,Random,HybridSort,20,537
3300,ReverseSorted,HybridSort,20,374
3300,AlmostSorted,HybridSort,20,328
3300,Random,HybridSort,50,498
3300,ReverseSorted,HybridSort,50,406
3300,AlmostSorted,HybridSort,50,250
3400,Random,MergeSort,-1,962
3400,ReverseSorted,MergeSort,-1,792
3400,AlmostSorted,MergeSort,-1,781
3400,Random,HybridSort,5,653
3400,ReverseSorted,HybridSort,5,451
3400,AlmostSorted,HybridSort,5,425
3400,Random,HybridSort,10,574
3400,ReverseSorted,HybridSort,10,387
3400,AlmostSorted,HybridSort,10,371
3400,Random,HybridSort,20,494
3400,ReverseSorted,HybridSort,20,364
3400,AlmostSorted,HybridSort,20,308
3400,Random,HybridSort,50,474
3400,ReverseSorted,HybridSort,50,399
3400,AlmostSorted,HybridSort,50,230
3500,Random,MergeSort,-1,945
3500,ReverseSorted,MergeSort,-1,782
3500,AlmostSorted,MergeSort,-1,791
3500,Random,HybridSort,5,668
3500,ReverseSorted,HybridSort,5,515
3500,AlmostSorted,HybridSort,5,536
3500,Random,HybridSort,10,614
3500,ReverseSorted,HybridSort,10,388
3500,AlmostSorted,HybridSort,10,391
3500,Random,HybridSort,20,527
3500,ReverseSorted,HybridSort,20,375
3500,AlmostSorted,HybridSort,20,306
3500,Random,HybridSort,50,472
3500,ReverseSorted,HybridSort,50,450
3500,AlmostSorted,HybridSort,50,265
3600,Random,MergeSort,-1,1081
3600,ReverseSorted,MergeSort,-1,844
3600,AlmostSorted,MergeSort,-1,772
3600,Random,HybridSort,5,733
3600,ReverseSorted,HybridSort,5,460
3600,AlmostSorted,HybridSort,5,465
3600,Random,HybridSort,10,609
3600,ReverseSorted,HybridSort,10,445
3600,AlmostSorted,HybridSort,10,410
3600,Random,HybridSort,20,534
3600,ReverseSorted,HybridSort,20,401
3600,AlmostSorted,HybridSort,20,336
3600,Random,HybridSort,50,540
3600,ReverseSorted,HybridSort,50,459
3600,AlmostSorted,HybridSort,50,260
3700,Random,MergeSort,-1,1047
3700,ReverseSorted,MergeSort,-1,848
3700,AlmostSorted,MergeSort,-1,867
3700,Random,HybridSort,5,750
3700,ReverseSorted,HybridSort,5,518
3700,AlmostSorted,HybridSort,5,473
3700,Random,HybridSort,10,600
3700,ReverseSorted,HybridSort,10,424
3700,AlmostSorted,HybridSort,10,404
3700,Random,HybridSort,20,563
3700,ReverseSorted,HybridSort,20,436
3700,AlmostSorted,HybridSort,20,353
3700,Random,HybridSort,50,533
3700,ReverseSorted,HybridSort,50,483
3700,AlmostSorted,HybridSort,50,309
3800,Random,MergeSort,-1,1068
3800,ReverseSorted,MergeSort,-1,859
3800,AlmostSorted,MergeSort,-1,791
3800,Random,HybridSort,5,747
3800,ReverseSorted,HybridSort,5,529
3800,AlmostSorted,HybridSort,5,491
3800,Random,HybridSort,10,657
3800,ReverseSorted,HybridSort,10,531
3800,AlmostSorted,HybridSort,10,409
3800,Random,HybridSort,20,640
3800,ReverseSorted,HybridSort,20,430
3800,AlmostSorted,HybridSort,20,327
3800,Random,HybridSort,50,540
3800,ReverseSorted,HybridSort,50,466
3800,AlmostSorted,HybridSort,50,262
3900,Random,MergeSort,-1,1081
3900,ReverseSorted,MergeSort,-1,864
3900,AlmostSorted,MergeSort,-1,864
3900,Random,HybridSort,5,738
3900,ReverseSorted,HybridSort,5,524
3900,AlmostSorted,HybridSort,5,496
3900,Random,HybridSort,10,629
3900,ReverseSorted,HybridSort,10,537
3900,AlmostSorted,HybridSort,10,439
3900,Random,HybridSort,20,616
3900,ReverseSorted,HybridSort,20,420
3900,AlmostSorted,HybridSort,20,329
3900,Random,HybridSort,50,594
3900,ReverseSorted,HybridSort,50,498
3900,AlmostSorted,HybridSort,50,295
4000,Random,MergeSort,-1,1094
4000,ReverseSorted,MergeSort,-1,968
4000,AlmostSorted,MergeSort,-1,887
4000,Random,HybridSort,5,753
4000,ReverseSorted,HybridSort,5,522
4000,AlmostSorted,HybridSort,5,489
4000,Random,HybridSort,10,646
4000,ReverseSorted,HybridSort,10,482
4000,AlmostSorted,HybridSort,10,413
4000,Random,HybridSort,20,602
4000,ReverseSorted,HybridSort,20,446
4000,AlmostSorted,HybridSort,20,342
4000,Random,HybridSort,50,583
4000,ReverseSorted,HybridSort,50,496
4000,AlmostSorted,HybridSort,50,285
