ArraySize,ArrayType,SortType,N,Duration(µs)
1700,AlmostSorted,HybridSort,10,171
1700,Random,HybridSort,20,297
1700,ReverseSorted,HybridSort,20,214
1700,AlmostSorted,HybridSort,20,136
1700,Random,HybridSort,50,209
1700,ReverseSorted,HybridSort,50,191
1700,AlmostSorted,HybridSort,50,139
1800,Random,MergeSort,-1,527
1800,ReverseSorted,MergeSort,-1,450
1800,AlmostSorted,MergeSort,-1,409
1800,Random,HybridSort,5,349
1800,ReverseSorted,HybridSort,5,277
1800,AlmostSorted,HybridSort,5,227
1800,Random,HybridSort,10,304
1800,ReverseSorted,HybridSort,10,190
1800,AlmostSorted,HybridSort,10,184
1800,Random,HybridSort,20,275
1800,ReverseSorted,HybridSort,20,177
1800,AlmostSorted,HybridSort,20,139
1800,Random,HybridSort,50,223
1800,ReverseSorted,HybridSort,50,213
1800,AlmostSorted,HybridSort,50,115
1900,Random,MergeSort,-1,484
1900,ReverseSorted,MergeSort,-1,402
1900,AlmostSorted,MergeSort,-1,419
1900,Random,HybridSort,5,318
1900,ReverseSorted,HybridSort,5,232
1900,AlmostSorted,HybridSort,5,239
1900,Random,HybridSort,10,302
1900,ReverseSorted,HybridSort,10,220
1900,AlmostSorted,HybridSort,10,180
1900,Random,HybridSort,20,259
1900,ReverseSorted,HybridSort,20,196
1900,AlmostSorted,HybridSort,20,145
1900,Random,HybridSort,50,236
1900,ReverseSorted,HybridSort,50,222
1900,AlmostSorted,HybridSort,50,120
2000,Random,MergeSort,-1,512
2000,ReverseSorted,MergeSort,-1,423
2000,AlmostSorted,MergeSort,-1,426
2000,Random,HybridSort,5,363
2000,ReverseSorted,HybridSort,5,259
2000,AlmostSorted,HybridSort,5,232
2000,Random,HybridSort,10,297
2000,ReverseSorted,HybridSort,10,244
2000,AlmostSorted,HybridSort,10,177
2000,Random,HybridSort,20,282
2000,ReverseSorted,HybridSort,20,218
2000,AlmostSorted,HybridSort,20,153
2000,Random,HybridSort,50,294
2000,ReverseSorted,HybridSort,50,228
2000,AlmostSorted,HybridSort,50,137
2100,Random,MergeSort,-1,550
2100,ReverseSorted,MergeSort,-1,476
2100,AlmostSorted,MergeSort,-1,476
2100,Random,HybridSort,5,416
2100,ReverseSorted,HybridSort,5,298
2100,AlmostSorted,HybridSort,5,261
2100,Random,HybridSort,10,327
2100,ReverseSorted,HybridSort,10,245
2100,AlmostSorted,HybridSort,10,232
2100,Random,HybridSort,20,307
2100,ReverseSorted,HybridSort,20,235
2100,AlmostSorted,HybridSort,20,159
2100,Random,HybridSort,50,284
2100,ReverseSorted,HybridSort,50,266
2100,AlmostSorted,HybridSort,50,159
2200,Random,MergeSort,-1,581
2200,ReverseSorted,MergeSort,-1,481
2200,AlmostSorted,MergeSort,-1,472
2200,Random,HybridSort,5,397
2200,ReverseSorted,HybridSort,5,289
2200,AlmostSorted,HybridSort,5,291
2200,Random,HybridSort,10,347
2200,ReverseSorted,HybridSort,10,233
2200,AlmostSorted,HybridSort,10,205
2200,Random,HybridSort,20,311
2200,ReverseSorted,HybridSort,20,215
2200,AlmostSorted,HybridSort,20,157
2200,Random,HybridSort,50,310
2200,ReverseSorted,HybridSort,50,250
2200,AlmostSorted,HybridSort,50,150
2300,Random,MergeSort,-1,612
2300,ReverseSorted,MergeSort,-1,502
2300,AlmostSorted,MergeSort,-1,488
2300,Random,HybridSort,5,377
2300,ReverseSorted,HybridSort,5,286
2300,AlmostSorted,HybridSort,5,243
2300,Random,HybridSort,10,356
2300,ReverseSorted,HybridSort,10,273
2300,AlmostSorted,HybridSort,10,217
2300,Random,HybridSort,20,320
2300,ReverseSorted,HybridSort,20,240
2300,AlmostSorted,HybridSort,20,177
2300,Random,HybridSort,50,331
2300,ReverseSorted,HybridSort,50,275
2300,AlmostSorted,HybridSort,50,168
2400,Random,MergeSort,-1,645
2400,ReverseSorted,MergeSort,-1,530
2400,AlmostSorted,MergeSort,-1,493
2400,Random,HybridSort,5,430
2400,ReverseSorted,HybridSort,5,295
2400,AlmostSorted,HybridSort,5,281
2400,Random,HybridSort,10,361
2400,ReverseSorted,HybridSort,10,265
2400,AlmostSorted,HybridSort,10,252
2400,Random,HybridSort,20,318
2400,ReverseSorted,HybridSort,20,265
2400,AlmostSorted,HybridSort,20,175
2400,Random,HybridSort,50,323
2400,ReverseSorted,HybridSort,50,282
2400,AlmostSorted,HybridSort,50,155
2500,Random,MergeSort,-1,658
2500,ReverseSorted,MergeSort,-1,539
2500,AlmostSorted,MergeSort,-1,550
2500,Random,HybridSort,5,430
2500,ReverseSorted,HybridSort,5,282
2500,AlmostSorted,HybridSort,5,282
2500,Random,HybridSort,10,359
2500,ReverseSorted,HybridSort,10,284
2500,AlmostSorted,HybridSort,10,253
2500,Random,HybridSort,20,335
2500,ReverseSorted,HybridSort,20,265
2500,AlmostSorted,HybridSort,20,215
2500,Random,HybridSort,50,339
2500,ReverseSorted,HybridSort,50,304
2500,AlmostSorted,HybridSort,50,153
2600,Random,MergeSort,-1,694
2600,ReverseSorted,MergeSort,-1,565
2600,AlmostSorted,MergeSort,-1,540
2600,Random,HybridSort,5,444
2600,ReverseSorted,HybridSort,5,316
2600,AlmostSorted,HybridSort,5,299
2600,Random,HybridSort,10,406
2600,ReverseSorted,HybridSort,10,297
2600,AlmostSorted,HybridSort,10,238
2600,Random,HybridSort,20,374
2600,ReverseSorted,HybridSort,20,278
2600,AlmostSorted,HybridSort,20,217
2600,Random,HybridSort,50,361
2600,ReverseSorted,HybridSort,50,339
2600,AlmostSorted,HybridSort,50,179
2700,Random,MergeSort,-1,739
2700,ReverseSorted,MergeSort,-1,602
2700,AlmostSorted,MergeSort,-1,577
2700,Random,HybridSort,5,489
2700,ReverseSorted,HybridSort,5,335
2700,AlmostSorted,HybridSort,5,315
2700,Random,HybridSort,10,426
2700,ReverseSorted,HybridSort,10,317
2700,AlmostSorted,HybridSort,10,275
2700,Random,HybridSort,20,428
2700,ReverseSorted,HybridSort,20,289
2700,AlmostSorted,HybridSort,20,242
2700,Random,HybridSort,50,366
2700,ReverseSorted,HybridSort,50,408
2700,AlmostSorted,HybridSort,50,165
2800,Random,MergeSort,-1,783
2800,ReverseSorted,MergeSort,-1,699
2800,AlmostSorted,MergeSort,-1,697
2800,Random,HybridSort,5,573
2800,ReverseSorted,HybridSort,5,363
2800,AlmostSorted,HybridSort,5,357
2800,Random,HybridSort,10,510
2800,ReverseSorted,HybridSort,10,366
2800,AlmostSorted,HybridSort,10,328
2800,Random,HybridSort,20,416
2800,ReverseSorted,HybridSort,20,294
2800,AlmostSorted,HybridSort,20,258
2800,Random,HybridSort,50,378
2800,ReverseSorted,HybridSort,50,371
2800,AlmostSorted,HybridSort,50,171
2900,Random,MergeSort,-1,784
2900,ReverseSorted,MergeSort,-1,680
2900,AlmostSorted,MergeSort,-1,671
2900,Random,HybridSort,5,563
2900,ReverseSorted,HybridSort,5,383
2900,AlmostSorted,HybridSort,5,421
2900,Random,HybridSort,10,485
2900,ReverseSorted,HybridSort,10,347
2900,AlmostSorted,HybridSort,10,315
2900,Random,HybridSort,20,494
2900,ReverseSorted,HybridSort,20,297
2900,AlmostSorted,HybridSort,20,256
2900,Random,HybridSort,50,406
2900,ReverseSorted,HybridSort,50,401
2900,AlmostSorted,HybridSort,50,199
3000,Random,MergeSort,-1,797
3000,ReverseSorted,MergeSort,-1,663
3000,AlmostSorted,MergeSort,-1,625
3000,Random,HybridSort,5,570
3000,ReverseSorted,HybridSort,5,427
3000,AlmostSorted,HybridSort,5,399
3000,Random,HybridSort,10,507
3000,ReverseSorted,HybridSort,10,345
3000,AlmostSorted,HybridSort,10,343
3000,Random,HybridSort,20,461
3000,ReverseSorted,HybridSort,20,316
3000,AlmostSorted,HybridSort,20,269
3000,Random,HybridSort,50,425
3000,ReverseSorted,HybridSort,50,400
3000,AlmostSorted,HybridSort,50,184
3100,Random,MergeSort,-1,817
3100,ReverseSorted,MergeSort,-1,672
3100,AlmostSorted,MergeSort,-1,659
3100,Random,HybridSort,5,604
3100,ReverseSorted,HybridSort,5,456
3100,AlmostSorted,HybridSort,5,426
3100,Random,HybridSort,10,521
3100,ReverseSorted,HybridSort,10,340
3100,AlmostSorted,HybridSort,10,303
3100,Random,HybridSort,20,495
3100,ReverseSorted,HybridSort,20,341
3100,AlmostSorted,HybridSort,20,260
3100,Random,HybridSort,50,444
3100,ReverseSorted,HybridSort,50,445
3100,AlmostSorted,HybridSort,50,177
3200,Random,MergeSort,-1,857
3200,ReverseSorted,MergeSort,-1,718
3200,AlmostSorted,MergeSort,-1,693
3200,Random,HybridSort,5,626
3200,ReverseSorted,HybridSort,5,434
3200,AlmostSorted,HybridSort,5,404
3200,Random,HybridSort,10,556
3200,ReverseSorted,HybridSort,10,382
3200,AlmostSorted,HybridSort,10,339
3200,Random,HybridSort,20,500
3200,ReverseSorted,HybridSort,20,382
3200,AlmostSorted,HybridSort,20,307
3200,Random,HybridSort,50,455
3200,ReverseSorted,HybridSort,50,466
3200,AlmostSorted,HybridSort,50,200
3300,Random,MergeSort,-1,910
3300,ReverseSorted,MergeSort,-1,761
3300,AlmostSorted,MergeSort,-1,701
3300,Random,HybridSort,5,629
3300,ReverseSorted,HybridSort,5,463
3300,AlmostSorted,HybridSort,5,436
3300,Random,HybridSort,10,550
3300,ReverseSorted,HybridSort,10,380
3300,AlmostSorted,HybridSort,10,336
3300,Random,HybridSort,20,538
3300,ReverseSorted,HybridSort,20,378
3300,AlmostSorted,HybridSort,20,284
3300,Random,HybridSort,50,466
3300,ReverseSorted,HybridSort,50,384
3300,AlmostSorted,HybridSort,50,246
3400,Random,MergeSort,-1,940
3400,ReverseSorted,MergeSort,-1,751
3400,AlmostSorted,MergeSort,-1,727
3400,Random,HybridSort,5,650
3400,ReverseSorted,HybridSort,5,483
3400,AlmostSorted,HybridSort,5,459
3400,Random,HybridSort,10,575
3400,ReverseSorted,HybridSort,10,379
3400,AlmostSorted,HybridSort,10,346
3400,Random,HybridSort,20,490
3400,ReverseSorted,HybridSort,20,374
3400,AlmostSorted,HybridSort,20,287
3400,Random,HybridSort,50,465
3400,ReverseSorted,HybridSort,50,389
3400,AlmostSorted,HybridSort,50,239
3500,Random,MergeSort,-1,950
3500,ReverseSorted,MergeSort,-1,774
3500,AlmostSorted,MergeSort,-1,749
3500,Random,HybridSort,5,660
3500,ReverseSorted,HybridSort,5,474
3500,AlmostSorted,HybridSort,5,431
3500,Random,HybridSort,10,579
3500,ReverseSorted,HybridSort,10,384
3500,AlmostSorted,HybridSort,10,367
3500,Random,HybridSort,20,535
3500,ReverseSorted,HybridSort,20,376
3500,AlmostSorted,HybridSort,20,294
3500,Random,HybridSort,50,497
3500,ReverseSorted,HybridSort,50,379
3500,AlmostSorted,HybridSort,50,231
3600,Random,MergeSort,-1,1023
3600,ReverseSorted,MergeSort,-1,814
3600,AlmostSorted,MergeSort,-1,816
3600,Random,HybridSort,5,660
3600,ReverseSorted,HybridSort,5,459
3600,AlmostSorted,HybridSort,5,465
3600,Random,HybridSort,10,583
3600,ReverseSorted,HybridSort,10,438
3600,AlmostSorted,HybridSort,10,423
3600,Random,HybridSort,20,541
3600,ReverseSorted,HybridSort,20,386
3600,AlmostSorted,HybridSort,20,302
3600,Random,HybridSort,50,535
3600,ReverseSorted,HybridSort,50,401
3600,AlmostSorted,HybridSort,50,251
3700,Random,MergeSort,-1,1067
3700,ReverseSorted,MergeSort,-1,817
3700,AlmostSorted,MergeSort,-1,808
3700,Random,HybridSort,5,679
3700,ReverseSorted,HybridSort,5,485
3700,AlmostSorted,HybridSort,5,451
3700,Random,HybridSort,10,597
3700,ReverseSorted,HybridSort,10,412
3700,AlmostSorted,HybridSort,10,352
3700,Random,HybridSort,20,575
3700,ReverseSorted,HybridSort,20,410
3700,AlmostSorted,HybridSort,20,315
3700,Random,HybridSort,50,580
3700,ReverseSorted,HybridSort,50,450
3700,AlmostSorted,HybridSort,50,249
3800,Random,MergeSort,-1,1057
3800,ReverseSorted,MergeSort,-1,837
3800,AlmostSorted,MergeSort,-1,839
3800,Random,HybridSort,5,719
3800,ReverseSorted,HybridSort,5,480
3800,AlmostSorted,HybridSort,5,496
3800,Random,HybridSort,10,643
3800,ReverseSorted,HybridSort,10,447
3800,AlmostSorted,HybridSort,10,412
3800,Random,HybridSort,20,565
3800,ReverseSorted,HybridSort,20,430
3800,AlmostSorted,HybridSort,20,353
3800,Random,HybridSort,50,548
3800,ReverseSorted,HybridSort,50,465
3800,AlmostSorted,HybridSort,50,253
3900,Random,MergeSort,-1,1044
3900,ReverseSorted,MergeSort,-1,891
3900,AlmostSorted,MergeSort,-1,837
3900,Random,HybridSort,5,710
3900,ReverseSorted,HybridSort,5,507
3900,AlmostSorted,HybridSort,5,505
3900,Random,HybridSort,10,673
3900,ReverseSorted,HybridSort,10,456
3900,AlmostSorted,HybridSort,10,422
3900,Random,HybridSort,20,603
3900,ReverseSorted,HybridSort,20,432
3900,AlmostSorted,HybridSort,20,323
3900,Random,HybridSort,50,560
3900,ReverseSorted,HybridSort,50,475
3900,AlmostSorted,HybridSort,50,266
4000,Random,MergeSort,-1,1097
4000,ReverseSorted,MergeSort,-1,894
4000,AlmostSorted,MergeSort,-1,851
4000,Random,HybridSort,5,764
4000,ReverseSorted,HybridSort,5,546
4000,AlmostSorted,HybridSort,5,514
4000,Random,HybridSort,10,666
4000,ReverseSorted,HybridSort,10,450
4000,AlmostSorted,HybridSort,10,397
4000,Random,HybridSort,20,602
4000,ReverseSorted,HybridSort,20,425
4000,AlmostSorted,HybridSort,20,345
4000,Random,HybridSort,50,579
4000,ReverseSorted,HybridSort,50,482
4000,AlmostSorted,HybridSort,50,300
