ArraySize,ArrayType,SortType,N,Duration(µs)
3000,AlmostSorted,HybridSort,20,301
3000,Random,HybridSort,50,461
3000,ReverseSorted,HybridSort,50,452
3000,AlmostSorted,HybridSort,50,197
3100,Random,MergeSort,-1,863
3100,ReverseSorted,MergeSort,-1,676
3100,AlmostSorted,MergeSort,-1,673
3100,Random,HybridSort,5,614
3100,ReverseSorted,HybridSort,5,436
3100,AlmostSorted,HybridSort,5,409
3100,Random,HybridSort,10,516
3100,ReverseSorted,HybridSort,10,363
3100,AlmostSorted,HybridSort,10,323
3100,Random,HybridSort,20,444
3100,ReverseSorted,HybridSort,20,324
3100,AlmostSorted,HybridSort,20,268
3100,Random,HybridSort,50,419
3100,ReverseSorted,HybridSort,50,430
3100,AlmostSorted,HybridSort,50,195
3200,Random,MergeSort,-1,879
3200,ReverseSorted,MergeSort,-1,701
3200,AlmostSorted,MergeSort,-1,688
3200,Random,HybridSort,5,609
3200,ReverseSorted,HybridSort,5,438
3200,AlmostSorted,HybridSort,5,427
3200,Random,HybridSort,10,543
3200,ReverseSorted,HybridSort,10,364
3200,AlmostSorted,HybridSort,10,332
3200,Random,HybridSort,20,498
3200,ReverseSorted,HybridSort,20,332
3200,AlmostSorted,HybridSort,20,287
3200,Random,HybridSort,50,459
3200,ReverseSorted,HybridSort,50,458
3200,AlmostSorted,HybridSort,50,190
3300,Random,MergeSort,-1,887
3300,ReverseSorted,MergeSort,-1,735
3300,AlmostSorted,MergeSort,-1,726
3300,Random,HybridSort,5,659
3300,ReverseSorted,HybridSort,5,534
3300,AlmostSorted,HybridSort,5,448
3300,Random,HybridSort,10,566
3300,ReverseSorted,HybridSort,10,365
3300,AlmostSorted,HybridSort,10,353
3300,Random,HybridSort,20,503
3300,ReverseSorted,HybridSort,20,354
3300,AlmostSorted,HybridSort,20,286
3300,Random,HybridSort,50,476
3300,ReverseSorted,HybridSort,50,406
3300,AlmostSorted,HybridSort,50,244
3400,Random,MergeSort,-1,924
3400,ReverseSorted,MergeSort,-1,750
3400,AlmostSorted,MergeSort,-1,732
3400,Random,HybridSort,5,651
3400,ReverseSorted,HybridSort,5,477
3400,AlmostSorted,HybridSort,5,453
3400,Random,HybridSort,10,564
3400,ReverseSorted,HybridSort,10,374
3400,AlmostSorted,HybridSort,10,344
3400,Random,HybridSort,20,497
3400,ReverseSorted,HybridSort,20,361
3400,AlmostSorted,HybridSort,20,286
3400,Random,HybridSort,50,505
3400,ReverseSorted,HybridSort,50,380
3400,AlmostSorted,HybridSort,50,252
3500,Random,MergeSort,-1,949
3500,ReverseSorted,MergeSort,-1,774
3500,AlmostSorted,MergeSort,-1,751
3500,Random,HybridSort,5,666
3500,ReverseSorted,HybridSort,5,467
3500,AlmostSorted,HybridSort,5,439
3500,Random,HybridSort,10,565
3500,ReverseSorted,HybridSort,10,421
3500,AlmostSorted,HybridSort,10,348
3500,Random,HybridSort,20,545
3500,ReverseSorted,HybridSort,20,384
3500,AlmostSorted,HybridSort,20,299
3500,Random,HybridSort,50,488
3500,ReverseSorted,HybridSort,50,413
3500,AlmostSorted,HybridSort,50,244
3600,Random,MergeSort,-1,969
3600,ReverseSorted,MergeSort,-1,780
3600,AlmostSorted,MergeSort,-1,782
3600,Random,HybridSort,5,663
3600,ReverseSorted,HybridSort,5,494
3600,AlmostSorted,HybridSort,5,456
3600,Random,HybridSort,10,615
3600,ReverseSorted,HybridSort,10,421
3600,AlmostSorted,HybridSort,10,345
3600,Random,HybridSort,20,507
3600,ReverseSorted,HybridSort,20,409
3600,AlmostSorted,HybridSort,20,295
3600,Random,HybridSort,50,511
3600,ReverseSorted,HybridSort,50,414
3600,AlmostSorted,HybridSort,50,265
3700,Random,MergeSort,-1,1020
3700,ReverseSorted,MergeSort,-1,834
3700,AlmostSorted,MergeSort,-1,791
3700,Random,HybridSort,5,676
3700,ReverseSorted,HybridSort,5,507
3700,AlmostSorted,HybridSort,5,483
3700,Random,HybridSort,10,613
3700,ReverseSorted,HybridSort,10,410
3700,AlmostSorted,HybridSort,10,370
3700,Random,HybridSort,20,547
3700,ReverseSorted,HybridSort,20,411
3700,AlmostSorted,HybridSort,20,303
3700,Random,HybridSort,50,528
3700,ReverseSorted,HybridSort,50,468
3700,AlmostSorted,HybridSort,50,280
3800,Random,MergeSort,-1,1053
3800,ReverseSorted,MergeSort,-1,855
3800,AlmostSorted,MergeSort,-1,844
3800,Random,HybridSort,5,701
3800,ReverseSorted,HybridSort,5,505
3800,AlmostSorted,HybridSort,5,460
3800,Random,HybridSort,10,631
3800,ReverseSorted,HybridSort,10,440
3800,AlmostSorted,HybridSort,10,403
3800,Random,HybridSort,20,564
3800,ReverseSorted,HybridSort,20,401
3800,AlmostSorted,HybridSort,20,322
3800,Random,HybridSort,50,555
3800,ReverseSorted,HybridSort,50,440
3800,AlmostSorted,HybridSort,50,259
3900,Random,MergeSort,-1,1052
3900,ReverseSorted,MergeSort,-1,883
3900,AlmostSorted,MergeSort,-1,869
3900,Random,HybridSort,5,741
3900,ReverseSorted,HybridSort,5,541
3900,AlmostSorted,HybridSort,5,489
3900,Random,HybridSort,10,632
3900,ReverseSorted,HybridSort,10,464
3900,AlmostSorted,HybridSort,10,415
3900,Random,HybridSort,20,595
3900,ReverseSorted,HybridSort,20,436
3900,AlmostSorted,HybridSort,20,317
3900,Random,HybridSort,50,574
3900,ReverseSorted,HybridSort,50,480
3900,AlmostSorted,HybridSort,50,279
4000,Random,MergeSort,-1,1113
4000,ReverseSorted,MergeSort,-1,899
4000,AlmostSorted,MergeSort,-1,878
4000,Random,HybridSort,5,775
4000,ReverseSorted,HybridSort,5,524
4000,AlmostSorted,HybridSort,5,523
4000,Random,HybridSort,10,679
4000,ReverseSorted,HybridSort,10,499
4000,AlmostSorted,HybridSort,10,396
4000,Random,HybridSort,20,591
4000,ReverseSorted,HybridSort,20,421
4000,AlmostSorted,HybridSort,20,351
4000,Random,HybridSort,50,562
4000,ReverseSorted,HybridSort,50,456
4000,AlmostSorted,HybridSort,50,276
